cantica;canto;n_verso;verso
Purgatorio;V;​118;"sì che 'l pregno aere in acqua si converse;"
Purgatorio;V;​119;la pioggia cadde, e a' fossati venne
Purgatorio;V;​120;"di lei ciò che la terra non sofferse;"
Purgatorio;V;​121;e come ai rivi grandi si convenne,
Purgatorio;V;​122;ver' lo fiume real tanto veloce
Purgatorio;V;​123;si ruinò, che nulla la ritenne.
Purgatorio;V;​124;Lo corpo mio gelato in su la foce
Purgatorio;V;​125;"trovò l'Archian rubesto; e quel sospinse"
Purgatorio;V;​126;ne l'Arno, e sciolse al mio petto la croce
Purgatorio;V;​127;"ch'i' fe' di me quando 'l dolor mi vinse;"
Purgatorio;V;​128;voltòmmi per le ripe e per lo fondo,
Purgatorio;V;​129;"poi di sua preda mi coperse e cinse""."
Purgatorio;V;​130;"""Deh, quando tu sarai tornato al mondo,"
Purgatorio;V;​131;"e riposato de la lunga via"","
Purgatorio;V;​132;seguitò 'l terzo spirito al secondo,
Purgatorio;V;​133;"""ricorditi di me, che son la Pia;"
Purgatorio;V;​134;Siena mi fé, disfecemi Maremma:
Purgatorio;V;​135;salsi colui che 'nnanellata pria
Purgatorio;V;​136;"disposando m'avea con la sua gemma""."
Purgatorio;VI;​1;Quando si parte il gioco de la zara,
Purgatorio;VI;​2;colui che perde si riman dolente,
Purgatorio;VI;​3;"repetendo le volte, e tristo impara;"
Purgatorio;VI;​4;"con l'altro se ne va tutta la gente;"
Purgatorio;VI;​5;qual va dinanzi, e qual di dietro il prende,
Purgatorio;VI;​6;"e qual dallato li si reca a mente;"
Purgatorio;VI;​7;"el non s'arresta, e questo e quello intende;"
Purgatorio;VI;​8;"a cui porge la man, più non fa pressa;"
Purgatorio;VI;​9;e così da la calca si difende.
Purgatorio;VI;​10;Tal era io in quella turba spessa,
Purgatorio;VI;​11;volgendo a loro, e qua e là, la faccia,
Purgatorio;VI;​12;e promettendo mi sciogliea da essa.
Purgatorio;VI;​13;Quiv'era l'Aretin che da le braccia
Purgatorio;VI;​14;fiere di Ghin di Tacco ebbe la morte,
Purgatorio;VI;​15;e l'altro ch'annegò correndo in caccia.
Purgatorio;VI;​16;Quivi pregava con le mani sporte
Purgatorio;VI;​17;Federigo Novello, e quel da Pisa
Purgatorio;VI;​18;che fé parer lo buon Marzucco forte.
Purgatorio;VI;​19;Vidi conte Orso e l'anima divisa
Purgatorio;VI;​20;dal corpo suo per astio e per inveggia,
Purgatorio;VI;​21;"com'e' dicea, non per colpa commisa;"
Purgatorio;VI;​22;"Pier da la Broccia dico; e qui proveggia,"
Purgatorio;VI;​23;mentr'è di qua, la donna di Brabante,
Purgatorio;VI;​24;sì che però non sia di peggior greggia.
Purgatorio;VI;​25;Come libero fui da tutte quante
Purgatorio;VI;​26;quell'ombre che pregar pur ch'altri prieghi,
Purgatorio;VI;​27;sì che s'avacci lor divenir sante,
Purgatorio;VI;​28;"io cominciai: ""El par che tu mi nieghi,"
Purgatorio;VI;​29;o luce mia, espresso in alcun testo
Purgatorio;VI;​30;"che decreto del cielo orazion pieghi;"
Purgatorio;VI;​31;e questa gente prega pur di questo:
Purgatorio;VI;​32;sarebbe dunque loro speme vana,
Purgatorio;VI;​33;"o non m'è 'l detto tuo ben manifesto?""."
Purgatorio;VI;​34;"Ed elli a me: ""La mia scrittura è piana;"
Purgatorio;VI;​35;e la speranza di costor non falla,
Purgatorio;VI;​36;"se ben si guarda con la mente sana;"
Purgatorio;VI;​37;ché cima di giudicio non s'avvalla
Purgatorio;VI;​38;perché foco d'amor compia in un punto
Purgatorio;VI;​39;"ciò che de' sodisfar chi qui s'astalla;"
Purgatorio;VI;​40;e là dov'io fermai cotesto punto,
Purgatorio;VI;​41;non s'ammendava, per pregar, difetto,
Purgatorio;VI;​42;perché 'l priego da Dio era disgiunto.
Purgatorio;VI;​43;Veramente a così alto sospetto
Purgatorio;VI;​44;non ti fermar, se quella nol ti dice
Purgatorio;VI;​45;che lume fia tra 'l vero e lo 'ntelletto.
Purgatorio;VI;​46;"Non so se 'ntendi: io dico di Beatrice;"
Purgatorio;VI;​47;tu la vedrai di sopra, in su la vetta
Purgatorio;VI;​48;"di questo monte, ridere e felice""."
Purgatorio;VI;​49;"E io: ""Segnore, andiamo a maggior fretta,"
Purgatorio;VI;​50;ché già non m'affatico come dianzi,
Purgatorio;VI;​51;"e vedi omai che 'l poggio l'ombra getta""."
Purgatorio;VI;​52;"""Noi anderem con questo giorno innanzi"","
Purgatorio;VI;​53;"rispuose, ""quanto più potremo omai;"
Purgatorio;VI;​54;ma 'l fatto è d'altra forma che non stanzi.
Purgatorio;VI;​55;Prima che sie là sù, tornar vedrai
Purgatorio;VI;​56;colui che già si cuopre de la costa,
Purgatorio;VI;​57;sì che ' suoi raggi tu romper non fai.
Purgatorio;VI;​58;Ma vedi là un'anima che, posta
Purgatorio;VI;​59;sola soletta, inverso noi riguarda:
Purgatorio;VI;​60;"quella ne 'nsegnerà la via più tosta""."
Purgatorio;VI;​61;Venimmo a lei: o anima lombarda,
Purgatorio;VI;​62;come ti stavi altera e disdegnosa
Purgatorio;VI;​63;e nel mover de li occhi onesta e tarda!
Purgatorio;VI;​64;Ella non ci dicëa alcuna cosa,
Purgatorio;VI;​65;ma lasciavane gir, solo sguardando
Purgatorio;VI;​66;a guisa di leon quando si posa.
Purgatorio;VI;​67;Pur Virgilio si trasse a lei, pregando
Purgatorio;VI;​68;"che ne mostrasse la miglior salita;"
Purgatorio;VI;​69;e quella non rispuose al suo dimando,
Purgatorio;VI;​70;ma di nostro paese e de la vita
Purgatorio;VI;​71;"ci 'nchiese; e 'l dolce duca incominciava"
Purgatorio;VI;​72;"""Mantüa à"", e l'ombra, tutta in sé romita,"
Purgatorio;VI;​73;surse ver' lui del loco ove pria stava,
Purgatorio;VI;​74;"dicendo: ""O Mantoano, io son Sordello"
Purgatorio;VI;​75;"de la tua terra!""; e l'un l'altro abbracciava."
Purgatorio;VI;​76;Ahi serva Italia, di dolore ostello,
Purgatorio;VI;​77;nave sanza nocchiere in gran tempesta,
Purgatorio;VI;​78;non donna di provincie, ma bordello!
Purgatorio;VI;​79;Quell'anima gentil fu così presta,
Purgatorio;VI;​80;sol per lo dolce suon de la sua terra,
Purgatorio;VI;​81;"di fare al cittadin suo quivi festa;"
Purgatorio;VI;​82;e ora in te non stanno sanza guerra
Purgatorio;VI;​83;li vivi tuoi, e l'un l'altro si rode
Purgatorio;VI;​84;di quei ch'un muro e una fossa serra.
Purgatorio;VI;​85;Cerca, misera, intorno da le prode
Purgatorio;VI;​86;le tue marine, e poi ti guarda in seno,
Purgatorio;VI;​87;s'alcuna parte in te di pace gode.
Purgatorio;VI;​88;Che val perché ti racconciasse il freno
Purgatorio;VI;​89;Iustinïano, se la sella è vòta?
Purgatorio;VI;​90;Sanz'esso fora la vergogna meno.
Purgatorio;VI;​91;Ahi gente che dovresti esser devota,
Purgatorio;VI;​92;e lasciar seder Cesare in la sella,
Purgatorio;VI;​93;se bene intendi ciò che Dio ti nota,
Purgatorio;VI;​94;guarda come esta fiera è fatta fella
Purgatorio;VI;​95;per non esser corretta da li sproni,
Purgatorio;VI;​96;poi che ponesti mano a la predella.
Purgatorio;VI;​97;O Alberto tedesco ch'abbandoni
Purgatorio;VI;​98;costei ch'è fatta indomita e selvaggia,
Purgatorio;VI;​99;e dovresti inforcar li suoi arcioni,
Purgatorio;VI;​100;giusto giudicio da le stelle caggia
Purgatorio;VI;​101;sovra 'l tuo sangue, e sia novo e aperto,
Purgatorio;VI;​102;tal che 'l tuo successor temenza n'aggia!
Purgatorio;VI;​103;Ch'avete tu e 'l tuo padre sofferto,
Purgatorio;VI;​104;per cupidigia di costà distretti,
Purgatorio;VI;​105;che 'l giardin de lo 'mperio sia diserto.
Purgatorio;VI;​106;Vieni a veder Montecchi e Cappelletti,
Purgatorio;VI;​107;Monaldi e Filippeschi, uom sanza cura:
Purgatorio;VI;​108;color già tristi, e questi con sospetti!
Purgatorio;VI;​109;Vien, crudel, vieni, e vedi la pressura
Purgatorio;VI;​110;"d'i tuoi gentili, e cura lor magagne;"
Purgatorio;VI;​111;e vedrai Santafior com'è oscura!
Purgatorio;VI;​112;Vieni a veder la tua Roma che piagne
Purgatorio;VI;​113;vedova e sola, e dì e notte chiama:
Purgatorio;VI;​114;"""Cesare mio, perché non m'accompagne?""."
Purgatorio;VI;​115;Vieni a veder la gente quanto s'ama!
Purgatorio;VI;​116;e se nulla di noi pietà ti move,
Purgatorio;VI;​117;a vergognar ti vien de la tua fama.
Purgatorio;VI;​118;E se licito m'è, o sommo Giove
Purgatorio;VI;​119;che fosti in terra per noi crucifisso,
Purgatorio;VI;​120;son li giusti occhi tuoi rivolti altrove?
Purgatorio;VI;​121;O è preparazion che ne l'abisso
Purgatorio;VI;​122;del tuo consiglio fai per alcun bene
Purgatorio;VI;​123;in tutto de l'accorger nostro scisso?
Purgatorio;VI;​124;Ché le città d'Italia tutte piene
Purgatorio;VI;​125;son di tiranni, e un Marcel diventa
Purgatorio;VI;​126;ogne villan che parteggiando viene.
Purgatorio;VI;​127;Fiorenza mia, ben puoi esser contenta
Purgatorio;VI;​128;di questa digression che non ti tocca,
Purgatorio;VI;​129;mercé del popol tuo che si argomenta.
Purgatorio;VI;​130;Molti han giustizia in cuore, e tardi scocca
Purgatorio;VI;​131;"per non venir sanza consiglio a l'arco;"
Purgatorio;VI;​132;ma il popol tuo l'ha in sommo de la bocca.
Purgatorio;VI;​133;"Molti rifiutan lo comune incarco;"
Purgatorio;VI;​134;ma il popol tuo solicito risponde
Purgatorio;VI;​135;"sanza chiamare, e grida: ""I' mi sobbarco!""."
Purgatorio;VI;​136;Or ti fa lieta, ché tu hai ben onde:
Purgatorio;VI;​137;tu ricca, tu con pace, e tu con senno!
Purgatorio;VI;​138;S'io dico 'l ver, l'effetto nol nasconde.
Purgatorio;VI;​139;Atene e Lacedemona, che fenno
Purgatorio;VI;​140;l'antiche leggi e furon sì civili,
Purgatorio;VI;​141;fecero al viver bene un picciol cenno
Purgatorio;VI;​142;verso di te, che fai tanto sottili
Purgatorio;VI;​143;provedimenti, ch'a mezzo novembre
Purgatorio;VI;​144;non giugne quel che tu d'ottobre fili.
Purgatorio;VI;​145;Quante volte, del tempo che rimembre,
Purgatorio;VI;​146;legge, moneta, officio e costume
Purgatorio;VI;​147;hai tu mutato e rinovate membre!
Purgatorio;VI;​148;E se ben ti ricordi e vedi lume,
Purgatorio;VI;​149;vedrai te somigliante a quella inferma
Purgatorio;VI;​150;che non può trovar posa in su le piume,
Purgatorio;VI;​151;ma con dar volta suo dolore scherma.
Purgatorio;VII;​1;Poscia che l'accoglienze oneste e liete
Purgatorio;VII;​2;furo iterate tre e quattro volte,
Purgatorio;VII;​3;"Sordel si trasse, e disse: ""Voi, chi siete?""."
Purgatorio;VII;​4;"""Anzi che a questo monte fosser volte"
Purgatorio;VII;​5;l'anime degne di salire a Dio,
Purgatorio;VII;​6;fur l'ossa mie per Ottavian sepolte.
Purgatorio;VII;​7;"Io son Virgilio; e per null'altro rio"
Purgatorio;VII;​8;"lo ciel perdei che per non aver fé""."
Purgatorio;VII;​9;Così rispuose allora il duca mio.
Purgatorio;VII;​10;Qual è colui che cosa innanzi sé
Purgatorio;VII;​11;sùbita vede ond'e' si maraviglia,
Purgatorio;VII;​12;"che crede e non, dicendo ""Ella è... non è..."","
Purgatorio;VII;​13;"tal parve quelli; e poi chinò le ciglia,"
Purgatorio;VII;​14;e umilmente ritornò ver' lui,
Purgatorio;VII;​15;e abbracciòl là 've 'l minor s'appiglia.
Purgatorio;VII;​16;"""O gloria di Latin"", disse, ""per cui"
Purgatorio;VII;​17;mostrò ciò che potea la lingua nostra,
Purgatorio;VII;​18;o pregio etterno del loco ond'io fui,
Purgatorio;VII;​19;qual merito o qual grazia mi ti mostra?
Purgatorio;VII;​20;S'io son d'udir le tue parole degno,
Purgatorio;VII;​21;"dimmi se vien d'inferno, e di qual chiostra""."
Purgatorio;VII;​22;"""Per tutt'i cerchi del dolente regno"","
Purgatorio;VII;​23;"rispuose lui, ""son io di qua venuto;"
Purgatorio;VII;​24;virtù del ciel mi mosse, e con lei vegno.
Purgatorio;VII;​25;Non per far, ma per non fare ho perduto
Purgatorio;VII;​26;a veder l'alto Sol che tu disiri
Purgatorio;VII;​27;e che fu tardi per me conosciuto.
Purgatorio;VII;​28;Luogo è là giù non tristo di martìri,
Purgatorio;VII;​29;ma di tenebre solo, ove i lamenti
Purgatorio;VII;​30;non suonan come guai, ma son sospiri.
Purgatorio;VII;​31;Quivi sto io coi pargoli innocenti
Purgatorio;VII;​32;dai denti morsi de la morte avante
Purgatorio;VII;​33;"che fosser da l'umana colpa essenti;"
Purgatorio;VII;​34;quivi sto io con quei che le tre sante
Purgatorio;VII;​35;virtù non si vestiro, e sanza vizio
Purgatorio;VII;​36;conobber l'altre e seguir tutte quante.
Purgatorio;VII;​37;Ma se tu sai e puoi, alcuno indizio
Purgatorio;VII;​38;dà noi per che venir possiam più tosto
Purgatorio;VII;​39;"là dove purgatorio ha dritto inizio""."
Purgatorio;VII;​40;"Rispuose: ""Loco certo non c'è posto;"
Purgatorio;VII;​41;"licito m'è andar suso e intorno;"
Purgatorio;VII;​42;per quanto ir posso, a guida mi t'accosto.
Purgatorio;VII;​43;Ma vedi già come dichina il giorno,
Purgatorio;VII;​44;"e andar sù di notte non si puote;"
Purgatorio;VII;​45;però è buon pensar di bel soggiorno.
Purgatorio;VII;​46;"Anime sono a destra qua remote;"
Purgatorio;VII;​47;se mi consenti, io ti merrò ad esse,
Purgatorio;VII;​48;"e non sanza diletto ti fier note""."
Purgatorio;VII;​49;"""Com'è ciò?"", fu risposto. ""Chi volesse"
Purgatorio;VII;​50;salir di notte, fora elli impedito
Purgatorio;VII;​51;"d'altrui, o non sarria ché non potesse?""."
Purgatorio;VII;​52;E 'l buon Sordello in terra fregò 'l dito,
Purgatorio;VII;​53;"dicendo: ""Vedi? sola questa riga"
Purgatorio;VII;​54;non varcheresti dopo 'l sol partito:
Purgatorio;VII;​55;non però ch'altra cosa desse briga,
Purgatorio;VII;​56;"che la notturna tenebra, ad ir suso;"
Purgatorio;VII;​57;quella col nonpoder la voglia intriga.
Purgatorio;VII;​58;Ben si poria con lei tornare in giuso
Purgatorio;VII;​59;e passeggiar la costa intorno errando,
Purgatorio;VII;​60;"mentre che l'orizzonte il dì tien chiuso""."
Purgatorio;VII;​61;Allora il mio segnor, quasi ammirando,
Purgatorio;VII;​62;"""Menane"", disse, ""dunque là 've dici"
Purgatorio;VII;​63;"ch'aver si può diletto dimorando""."
Purgatorio;VII;​64;Poco allungati c'eravam di lici,
Purgatorio;VII;​65;quand'io m'accorsi che 'l monte era scemo,
Purgatorio;VII;​66;a guisa che i vallon li sceman quici.
Purgatorio;VII;​67;"""Colà"", disse quell'ombra, ""n'anderemo"
Purgatorio;VII;​68;"dove la costa face di sé grembo;"
Purgatorio;VII;​69;"e là il novo giorno attenderemo""."
Purgatorio;VII;​70;Tra erto e piano era un sentiero schembo,
Purgatorio;VII;​71;che ne condusse in fianco de la lacca,
Purgatorio;VII;​72;là dove più ch'a mezzo muore il lembo.
Purgatorio;VII;​73;Oro e argento fine, cocco e biacca,
Purgatorio;VII;​74;indaco, legno lucido e sereno,
Purgatorio;VII;​75;fresco smeraldo in l'ora che si fiacca,
Purgatorio;VII;​76;da l'erba e da li fior, dentr'a quel seno
Purgatorio;VII;​77;posti, ciascun saria di color vinto,
Purgatorio;VII;​78;come dal suo maggiore è vinto il meno.
Purgatorio;VII;​79;Non avea pur natura ivi dipinto,
Purgatorio;VII;​80;ma di soavità di mille odori
Purgatorio;VII;​81;vi facea uno incognito e indistinto.
Purgatorio;VII;​82;"""Salve, Regina"" in sul verde e 'n su' fiori"
Purgatorio;VII;​83;quindi seder cantando anime vidi,
Purgatorio;VII;​84;che per la valle non parean di fuori.
Purgatorio;VII;​85;"""Prima che 'l poco sole omai s'annidi"","
Purgatorio;VII;​86;cominciò 'l Mantoan che ci avea vòlti,
Purgatorio;VII;​87;"""tra color non vogliate ch'io vi guidi."
Purgatorio;VII;​88;Di questo balzo meglio li atti e ' volti
Purgatorio;VII;​89;conoscerete voi di tutti quanti,
Purgatorio;VII;​90;che ne la lama giù tra essi accolti.
Purgatorio;VII;​91;Colui che più siede alto e fa sembianti
Purgatorio;VII;​92;d'aver negletto ciò che far dovea,
Purgatorio;VII;​93;e che non move bocca a li altrui canti,
Purgatorio;VII;​94;Rodolfo imperador fu, che potea
Purgatorio;VII;​95;sanar le piaghe c'hanno Italia morta,
Purgatorio;VII;​96;sì che tardi per altri si ricrea.
Purgatorio;VII;​97;L'altro che ne la vista lui conforta,
Purgatorio;VII;​98;resse la terra dove l'acqua nasce
Purgatorio;VII;​99;che Molta in Albia, e Albia in mar ne porta:
Purgatorio;VII;​100;Ottacchero ebbe nome, e ne le fasce
Purgatorio;VII;​101;fu meglio assai che Vincislao suo figlio
Purgatorio;VII;​102;barbuto, cui lussuria e ozio pasce.
Purgatorio;VII;​103;E quel nasetto che stretto a consiglio
Purgatorio;VII;​104;par con colui c'ha sì benigno aspetto,
Purgatorio;VII;​105;morì fuggendo e disfiorando il giglio:
Purgatorio;VII;​106;guardate là come si batte il petto!
Purgatorio;VII;​107;L'altro vedete c'ha fatto a la guancia
Purgatorio;VII;​108;de la sua palma, sospirando, letto.
Purgatorio;VII;​109;Padre e suocero son del mal di Francia:
Purgatorio;VII;​110;sanno la vita sua viziata e lorda,
Purgatorio;VII;​111;e quindi viene il duol che sì li lancia.
Purgatorio;VII;​112;Quel che par sì membruto e che s'accorda,
Purgatorio;VII;​113;cantando, con colui dal maschio naso,
Purgatorio;VII;​114;"d'ogne valor portò cinta la corda;"
Purgatorio;VII;​115;e se re dopo lui fosse rimaso
Purgatorio;VII;​116;lo giovanetto che retro a lui siede,
Purgatorio;VII;​117;ben andava il valor di vaso in vaso,
Purgatorio;VII;​118;"che non si puote dir de l'altre rede;"
Purgatorio;VII;​119;"Iacomo e Federigo hanno i reami;"
Purgatorio;VII;​120;del retaggio miglior nessun possiede.
Purgatorio;VII;​121;Rade volte risurge per li rami
Purgatorio;VII;​122;"l'umana probitate; e questo vole"
Purgatorio;VII;​123;quei che la dà, perché da lui si chiami.
Purgatorio;VII;​124;Anche al nasuto vanno mie parole
Purgatorio;VII;​125;non men ch'a l'altro, Pier, che con lui canta,
Purgatorio;VII;​126;onde Puglia e Proenza già si dole.
Purgatorio;VII;​127;Tant'è del seme suo minor la pianta,
Purgatorio;VII;​128;quanto, più che Beatrice e Margherita,
Purgatorio;VII;​129;Costanza di marito ancor si vanta.
Purgatorio;VII;​130;Vedete il re de la semplice vita
Purgatorio;VII;​131;seder là solo, Arrigo d'Inghilterra:
Purgatorio;VII;​132;questi ha ne' rami suoi migliore uscita.
Purgatorio;VII;​133;Quel che più basso tra costor s'atterra,
Purgatorio;VII;​134;guardando in suso, è Guiglielmo marchese,
Purgatorio;VII;​135;per cui e Alessandria e la sua guerra
Purgatorio;VII;​136;"fa pianger Monferrato e Canavese""."
Purgatorio;VIII;​1;Era già l'ora che volge il disio
Purgatorio;VIII;​2;ai navicanti e 'ntenerisce il core
Purgatorio;VIII;​3;"lo dì c'han detto ai dolci amici addio;"
Purgatorio;VIII;​4;e che lo novo peregrin d'amore
Purgatorio;VIII;​5;punge, se ode squilla di lontano
Purgatorio;VIII;​6;"che paia il giorno pianger che si more;"
Purgatorio;VIII;​7;quand'io incominciai a render vano
Purgatorio;VIII;​8;l'udire e a mirare una de l'alme
Purgatorio;VIII;​9;surta, che l'ascoltar chiedea con mano.
Purgatorio;VIII;​10;Ella giunse e levò ambo le palme,
Purgatorio;VIII;​11;ficcando li occhi verso l'orïente,
Purgatorio;VIII;​12;"come dicesse a Dio: ""D'altro non calme""."
Purgatorio;VIII;​13;"""Te lucis ante"" sì devotamente"
Purgatorio;VIII;​14;le uscìo di bocca e con sì dolci note,
Purgatorio;VIII;​15;"che fece me a me uscir di mente;"
Purgatorio;VIII;​16;e l'altre poi dolcemente e devote
Purgatorio;VIII;​17;seguitar lei per tutto l'inno intero,
Purgatorio;VIII;​18;avendo li occhi a le superne rote.
Purgatorio;VIII;​19;Aguzza qui, lettor, ben li occhi al vero,
Purgatorio;VIII;​20;ché 'l velo è ora ben tanto sottile,
Purgatorio;VIII;​21;certo che 'l trapassar dentro è leggero.
Purgatorio;VIII;​22;Io vidi quello essercito gentile
Purgatorio;VIII;​23;tacito poscia riguardare in sùe
Purgatorio;VIII;​24;"quasi aspettando, palido e umìle;"
Purgatorio;VIII;​25;e vidi uscir de l'alto e scender giùe
Purgatorio;VIII;​26;due angeli con due spade affocate,
Purgatorio;VIII;​27;tronche e private de le punte sue.
Purgatorio;VIII;​28;Verdi come fogliette pur mo nate
Purgatorio;VIII;​29;erano in veste, che da verdi penne
Purgatorio;VIII;​30;percosse traean dietro e ventilate.
Purgatorio;VIII;​31;L'un poco sovra noi a star si venne,
Purgatorio;VIII;​32;e l'altro scese in l'opposita sponda,
Purgatorio;VIII;​33;sì che la gente in mezzo si contenne.
Purgatorio;VIII;​34;"Ben discernëa in lor la testa bionda;"
Purgatorio;VIII;​35;ma ne la faccia l'occhio si smarria,
Purgatorio;VIII;​36;come virtù ch'a troppo si confonda.
Purgatorio;VIII;​37;"""Ambo vegnon del grembo di Maria"","
Purgatorio;VIII;​38;"disse Sordello, ""a guardia de la valle,"
Purgatorio;VIII;​39;"per lo serpente che verrà vie via""."
Purgatorio;VIII;​40;Ond'io, che non sapeva per qual calle,
Purgatorio;VIII;​41;mi volsi intorno, e stretto m'accostai,
Purgatorio;VIII;​42;tutto gelato, a le fidate spalle.
Purgatorio;VIII;​43;"E Sordello anco: ""Or avvalliamo omai"
Purgatorio;VIII;​44;"tra le grandi ombre, e parleremo ad esse;"
Purgatorio;VIII;​45;"grazïoso fia lor vedervi assai""."
Purgatorio;VIII;​46;Solo tre passi credo ch'i' scendesse,
Purgatorio;VIII;​47;e fui di sotto, e vidi un che mirava
Purgatorio;VIII;​48;pur me, come conoscer mi volesse.
Purgatorio;VIII;​49;Temp'era già che l'aere s'annerava,
Purgatorio;VIII;​50;ma non sì che tra li occhi suoi e ' miei
Purgatorio;VIII;​51;non dichiarisse ciò che pria serrava.
Purgatorio;VIII;​52;Ver' me si fece, e io ver' lui mi fei:
Purgatorio;VIII;​53;giudice Nin gentil, quanto mi piacque
Purgatorio;VIII;​54;quando ti vidi non esser tra ' rei!
Purgatorio;VIII;​55;"Nullo bel salutar tra noi si tacque;"
Purgatorio;VIII;​56;"poi dimandò: ""Quant'è che tu venisti"
Purgatorio;VIII;​57;"a piè del monte per le lontane acque?""."
Purgatorio;VIII;​58;"""Oh!"", diss'io lui, ""per entro i luoghi tristi"
Purgatorio;VIII;​59;venni stamane, e sono in prima vita,
Purgatorio;VIII;​60;"ancor che l'altra, sì andando, acquisti""."
Purgatorio;VIII;​61;E come fu la mia risposta udita,
Purgatorio;VIII;​62;Sordello ed elli in dietro si raccolse
Purgatorio;VIII;​63;come gente di sùbito smarrita.
Purgatorio;VIII;​64;L'uno a Virgilio e l'altro a un si volse
Purgatorio;VIII;​65;"che sedea lì, gridando:""Sù, Currado!"
Purgatorio;VIII;​66;"vieni a veder che Dio per grazia volse""."
Purgatorio;VIII;​67;"Poi, vòlto a me: ""Per quel singular grado"
Purgatorio;VIII;​68;che tu dei a colui che sì nasconde
Purgatorio;VIII;​69;lo suo primo perché, che non lì è guado,
Purgatorio;VIII;​70;quando sarai di là da le larghe onde,
Purgatorio;VIII;​71;dì a Giovanna mia che per me chiami
Purgatorio;VIII;​72;là dove a li 'nnocenti si risponde.
Purgatorio;VIII;​73;Non credo che la sua madre più m'ami,
Purgatorio;VIII;​74;poscia che trasmutò le bianche bende,
Purgatorio;VIII;​75;le quai convien che, misera!, ancor brami.
Purgatorio;VIII;​76;Per lei assai di lieve si comprende
Purgatorio;VIII;​77;quanto in femmina foco d'amor dura,
Purgatorio;VIII;​78;se l'occhio o 'l tatto spesso non l'accende.
Purgatorio;VIII;​79;Non le farà sì bella sepultura
Purgatorio;VIII;​80;la vipera che Melanesi accampa,
Purgatorio;VIII;​81;"com'avria fatto il gallo di Gallura""."
Purgatorio;VIII;​82;Così dicea, segnato de la stampa,
Purgatorio;VIII;​83;nel suo aspetto, di quel dritto zelo
Purgatorio;VIII;​84;che misuratamente in core avvampa.
Purgatorio;VIII;​85;Li occhi miei ghiotti andavan pur al cielo,
Purgatorio;VIII;​86;pur là dove le stelle son più tarde,
Purgatorio;VIII;​87;sì come rota più presso a lo stelo.
Purgatorio;VIII;​88;"E 'l duca mio: ""Figliuol, che là sù guarde?""."
Purgatorio;VIII;​89;"E io a lui: ""A quelle tre facelle"
Purgatorio;VIII;​90;"di che 'l polo di qua tutto quanto arde""."
Purgatorio;VIII;​91;"Ond'elli a me: ""Le quattro chiare stelle"
Purgatorio;VIII;​92;che vedevi staman, son di là basse,
Purgatorio;VIII;​93;"e queste son salite ov'eran quelle""."
Purgatorio;VIII;​94;Com'ei parlava, e Sordello a sé il trasse
Purgatorio;VIII;​95;"dicendo:""Vedi là 'l nostro avversaro"";"
Purgatorio;VIII;​96;e drizzò il dito perché 'n là guardasse.
Purgatorio;VIII;​97;Da quella parte onde non ha riparo
Purgatorio;VIII;​98;la picciola vallea, era una biscia,
Purgatorio;VIII;​99;forse qual diede ad Eva il cibo amaro.
Purgatorio;VIII;​100;Tra l'erba e ' fior venìa la mala striscia,
Purgatorio;VIII;​101;volgendo ad ora ad or la testa, e 'l dosso
Purgatorio;VIII;​102;leccando come bestia che si liscia.
Purgatorio;VIII;​103;Io non vidi, e però dicer non posso,
Purgatorio;VIII;​104;"come mosser li astor celestïali;"
Purgatorio;VIII;​105;ma vidi bene e l'uno e l'altro mosso.
Purgatorio;VIII;​106;Sentendo fender l'aere a le verdi ali,
Purgatorio;VIII;​107;fuggì 'l serpente, e li angeli dier volta,
Purgatorio;VIII;​108;suso a le poste rivolando iguali.
Purgatorio;VIII;​109;L'ombra che s'era al giudice raccolta
Purgatorio;VIII;​110;quando chiamò, per tutto quello assalto
Purgatorio;VIII;​111;punto non fu da me guardare sciolta.
Purgatorio;VIII;​112;"""Se la lucerna che ti mena in alto"
Purgatorio;VIII;​113;truovi nel tuo arbitrio tanta cera
Purgatorio;VIII;​114;"quant'è mestiere infino al sommo smalto"","
Purgatorio;VIII;​115;"cominciò ella, ""se novella vera"
Purgatorio;VIII;​116;di Val di Magra o di parte vicina
Purgatorio;VIII;​117;sai, dillo a me, che già grande là era.
Purgatorio;VIII;​118;"Fui chiamato Currado Malaspina;"
Purgatorio;VIII;​119;"non son l'antico, ma di lui discesi;"
Purgatorio;VIII;​120;"a' miei portai l'amor che qui raffina""."
Purgatorio;VIII;​121;"""Oh!"", diss'io lui, ""per li vostri paesi"
Purgatorio;VIII;​122;"già mai non fui; ma dove si dimora"
Purgatorio;VIII;​123;per tutta Europa ch'ei non sien palesi?
Purgatorio;VIII;​124;La fama che la vostra casa onora,
Purgatorio;VIII;​125;grida i segnori e grida la contrada,
Purgatorio;VIII;​126;"sì che ne sa chi non vi fu ancora;"
Purgatorio;VIII;​127;e io vi giuro, s'io di sopra vada,
Purgatorio;VIII;​128;che vostra gente onrata non si sfregia
Purgatorio;VIII;​129;del pregio de la borsa e de la spada.
Purgatorio;VIII;​130;Uso e natura sì la privilegia,
Purgatorio;VIII;​131;che, perché il capo reo il mondo torca,
Purgatorio;VIII;​132;"sola va dritta e 'l mal cammin dispregia""."
Purgatorio;VIII;​133;"Ed elli: ""Or va; che 'l sol non si ricorca"
Purgatorio;VIII;​134;sette volte nel letto che 'l Montone
