cantica;canto;range_versi;frase
Purgatorio;VI;​116-117;e se nulla di noi pietà ti move, a vergognar ti vien de la tua fama.
Purgatorio;VI;​118-120;E se licito m'è, o sommo Giove che fosti in terra per noi crucifisso, son li giusti occhi tuoi rivolti altrove?
Purgatorio;VI;​121-123;O è preparazion che ne l'abisso del tuo consiglio fai per alcun bene in tutto de l'accorger nostro scisso?
Purgatorio;VI;​124-126;Ché le città d'Italia tutte piene son di tiranni, e un Marcel diventa ogne villan che parteggiando viene.
Purgatorio;VI;​127-129;Fiorenza mia, ben puoi esser contenta di questa digression che non ti tocca, mercé del popol tuo che si argomenta.
Purgatorio;VI;​130-131;"Molti han giustizia in cuore, e tardi scocca per non venir sanza consiglio a l'arco;"
Purgatorio;VI;​132;ma il popol tuo l'ha in sommo de la bocca.
Purgatorio;VI;​133;"Molti rifiutan lo comune incarco;"
Purgatorio;VI;​134-135;ma il popol tuo solicito risponde sanza chiamare, e grida:
Purgatorio;VI;​135;"""I' mi sobbarco!""."
Purgatorio;VI;​136;Or ti fa lieta, ché tu hai ben onde:
Purgatorio;VI;​137;tu ricca, tu con pace, e tu con senno!
Purgatorio;VI;​138;S'io dico 'l ver, l'effetto nol nasconde.
Purgatorio;VI;​139-144;Atene e Lacedemona, che fenno l'antiche leggi e furon sì civili, fecero al viver bene un picciol cenno verso di te, che fai tanto sottili provedimenti, ch'a mezzo novembre non giugne quel che tu d'ottobre fili.
Purgatorio;VI;​145-147;Quante volte, del tempo che rimembre, legge, moneta, officio e costume hai tu mutato e rinovate membre!
Purgatorio;VI;​148-151;E se ben ti ricordi e vedi lume, vedrai te somigliante a quella inferma che non può trovar posa in su le piume, ma con dar volta suo dolore scherma.
Purgatorio;VII;​1-3;Poscia che l'accoglienze oneste e liete furo iterate tre e quattro volte, Sordel si trasse, e disse:
Purgatorio;VII;​3;"""Voi, chi siete?""."
Purgatorio;VII;​4-6;"""Anzi che a questo monte fosser volte l'anime degne di salire a Dio, fur l'ossa mie per Ottavian sepolte."
Purgatorio;VII;​7;"Io son Virgilio;"
Purgatorio;VII;​7-8;"e per null'altro rio lo ciel perdei che per non aver fé""."
Purgatorio;VII;​9;Così rispuose allora il duca mio.
Purgatorio;VII;​10-13;"Qual è colui che cosa innanzi sé sùbita vede ond'e' si maraviglia, che crede e non, dicendo ""Ella è... non è..."", tal parve quelli;"
Purgatorio;VII;​13-15;e poi chinò le ciglia, e umilmente ritornò ver' lui, e abbracciòl là 've 'l minor s'appiglia.
Purgatorio;VII;​16-19;"""O gloria di Latin"", disse, ""per cui mostrò ciò che potea la lingua nostra, o pregio etterno del loco ond'io fui, qual merito o qual grazia mi ti mostra?"
Purgatorio;VII;​20-21;"S'io son d'udir le tue parole degno, dimmi se vien d'inferno, e di qual chiostra""."
Purgatorio;VII;​22-24;"""Per tutt'i cerchi del dolente regno"", rispuose lui, ""son io di qua venuto; virtù del ciel mi mosse, e con lei vegno."
Purgatorio;VII;​25-27;Non per far, ma per non fare ho perduto a veder l'alto Sol che tu disiri e che fu tardi per me conosciuto.
Purgatorio;VII;​28-30;Luogo è là giù non tristo di martìri, ma di tenebre solo, ove i lamenti non suonan come guai, ma son sospiri.
Purgatorio;VII;​31-33;"Quivi sto io coi pargoli innocenti dai denti morsi de la morte avante che fosser da l'umana colpa essenti;"
Purgatorio;VII;​34-36;quivi sto io con quei che le tre sante virtù non si vestiro, e sanza vizio conobber l'altre e seguir tutte quante.
Purgatorio;VII;​37-39;"Ma se tu sai e puoi, alcuno indizio dà noi per che venir possiam più tosto là dove purgatorio ha dritto inizio""."
Purgatorio;VII;​40;Rispuose:
Purgatorio;VII;​40;"""Loco certo non c'è posto;"
Purgatorio;VII;​41;"licito m'è andar suso e intorno;"
Purgatorio;VII;​42;per quanto ir posso, a guida mi t'accosto.
Purgatorio;VII;​43-44;"Ma vedi già come dichina il giorno, e andar sù di notte non si puote;"
Purgatorio;VII;​45;però è buon pensar di bel soggiorno.
Purgatorio;VII;​46;"Anime sono a destra qua remote;"
Purgatorio;VII;​47-48;"se mi consenti, io ti merrò ad esse, e non sanza diletto ti fier note""."
Purgatorio;VII;​49;"""Com'è ciò?"
Purgatorio;VII;​49;""", fu risposto."
Purgatorio;VII;​49-51;"""Chi volesse salir di notte, fora elli impedito d'altrui, o non sarria ché non potesse?""."
Purgatorio;VII;​52-53;E 'l buon Sordello in terra fregò 'l dito, dicendo:
Purgatorio;VII;​53;"""Vedi?"
Purgatorio;VII;​53-54;sola questa riga non varcheresti dopo 'l sol partito:
Purgatorio;VII;​55-56;"non però ch'altra cosa desse briga, che la notturna tenebra, ad ir suso;"
Purgatorio;VII;​57;quella col nonpoder la voglia intriga.
Purgatorio;VII;​58-60;"Ben si poria con lei tornare in giuso e passeggiar la costa intorno errando, mentre che l'orizzonte il dì tien chiuso""."
Purgatorio;VII;​61-63;"Allora il mio segnor, quasi ammirando, ""Menane"", disse, ""dunque là 've dici ch'aver si può diletto dimorando""."
Purgatorio;VII;​64-66;Poco allungati c'eravam di lici, quand'io m'accorsi che 'l monte era scemo, a guisa che i vallon li sceman quici.
Purgatorio;VII;​67-68;"""Colà"", disse quell'ombra, ""n'anderemo dove la costa face di sé grembo;"
Purgatorio;VII;​69;"e là il novo giorno attenderemo""."
Purgatorio;VII;​70-72;Tra erto e piano era un sentiero schembo, che ne condusse in fianco de la lacca, là dove più ch'a mezzo muore il lembo.
Purgatorio;VII;​73-78;Oro e argento fine, cocco e biacca, indaco, legno lucido e sereno, fresco smeraldo in l'ora che si fiacca, da l'erba e da li fior, dentr'a quel seno posti, ciascun saria di color vinto, come dal suo maggiore è vinto il meno.
Purgatorio;VII;​79-81;Non avea pur natura ivi dipinto, ma di soavità di mille odori vi facea uno incognito e indistinto.
Purgatorio;VII;​82-84;"""Salve, Regina"" in sul verde e 'n su' fiori quindi seder cantando anime vidi, che per la valle non parean di fuori."
Purgatorio;VII;​85-87;"""Prima che 'l poco sole omai s'annidi"", cominciò 'l Mantoan che ci avea vòlti, ""tra color non vogliate ch'io vi guidi."
Purgatorio;VII;​88-90;Di questo balzo meglio li atti e ' volti conoscerete voi di tutti quanti, che ne la lama giù tra essi accolti.
Purgatorio;VII;​91-96;Colui che più siede alto e fa sembianti d'aver negletto ciò che far dovea, e che non move bocca a li altrui canti, Rodolfo imperador fu, che potea sanar le piaghe c'hanno Italia morta, sì che tardi per altri si ricrea.
Purgatorio;VII;​97-99;L'altro che ne la vista lui conforta, resse la terra dove l'acqua nasce che Molta in Albia, e Albia in mar ne porta:
Purgatorio;VII;​100-102;Ottacchero ebbe nome, e ne le fasce fu meglio assai che Vincislao suo figlio barbuto, cui lussuria e ozio pasce.
Purgatorio;VII;​103-105;E quel nasetto che stretto a consiglio par con colui c'ha sì benigno aspetto, morì fuggendo e disfiorando il giglio:
Purgatorio;VII;​106;guardate là come si batte il petto!
Purgatorio;VII;​107-108;L'altro vedete c'ha fatto a la guancia de la sua palma, sospirando, letto.
Purgatorio;VII;​109-111;Padre e suocero son del mal di Francia: sanno la vita sua viziata e lorda, e quindi viene il duol che sì li lancia.
Purgatorio;VII;​112-114;"Quel che par sì membruto e che s'accorda, cantando, con colui dal maschio naso, d'ogne valor portò cinta la corda;"
Purgatorio;VII;​115-118;"e se re dopo lui fosse rimaso lo giovanetto che retro a lui siede, ben andava il valor di vaso in vaso, che non si puote dir de l'altre rede;"
Purgatorio;VII;​119;"Iacomo e Federigo hanno i reami;"
Purgatorio;VII;​120;del retaggio miglior nessun possiede.
Purgatorio;VII;​121-122;"Rade volte risurge per li rami l'umana probitate;"
Purgatorio;VII;​122-123;e questo vole quei che la dà, perché da lui si chiami.
Purgatorio;VII;​124-126;Anche al nasuto vanno mie parole non men ch'a l'altro, Pier, che con lui canta, onde Puglia e Proenza già si dole.
Purgatorio;VII;​127-129;Tant'è del seme suo minor la pianta, quanto, più che Beatrice e Margherita, Costanza di marito ancor si vanta.
Purgatorio;VII;​130-131;Vedete il re de la semplice vita seder là solo, Arrigo d'Inghilterra:
Purgatorio;VII;​132;questi ha ne' rami suoi migliore uscita.
Purgatorio;VII;​133-136;"Quel che più basso tra costor s'atterra, guardando in suso, è Guiglielmo marchese, per cui e Alessandria e la sua guerra fa pianger Monferrato e Canavese""."
Purgatorio;VIII;​1-3;"Era già l'ora che volge il disio ai navicanti e 'ntenerisce il core lo dì c'han detto ai dolci amici addio;"
Purgatorio;VIII;​4-6;"e che lo novo peregrin d'amore punge, se ode squilla di lontano che paia il giorno pianger che si more;"
Purgatorio;VIII;​7-9;quand'io incominciai a render vano l'udire e a mirare una de l'alme surta, che l'ascoltar chiedea con mano.
Purgatorio;VIII;​10-12;Ella giunse e levò ambo le palme, ficcando li occhi verso l'orïente, come dicesse a Dio:
Purgatorio;VIII;​12;"""D'altro non calme""."
Purgatorio;VIII;​13-15;"""Te lucis ante"" sì devotamente le uscìo di bocca e con sì dolci note, che fece me a me uscir di mente;"
Purgatorio;VIII;​16-18;e l'altre poi dolcemente e devote seguitar lei per tutto l'inno intero, avendo li occhi a le superne rote.
Purgatorio;VIII;​19-21;Aguzza qui, lettor, ben li occhi al vero, ché 'l velo è ora ben tanto sottile, certo che 'l trapassar dentro è leggero.
Purgatorio;VIII;​22-24;"Io vidi quello essercito gentile tacito poscia riguardare in sùe quasi aspettando, palido e umìle;"
Purgatorio;VIII;​25-27;e vidi uscir de l'alto e scender giùe due angeli con due spade affocate, tronche e private de le punte sue.
Purgatorio;VIII;​28-30;Verdi come fogliette pur mo nate erano in veste, che da verdi penne percosse traean dietro e ventilate.
Purgatorio;VIII;​31-33;L'un poco sovra noi a star si venne, e l'altro scese in l'opposita sponda, sì che la gente in mezzo si contenne.
Purgatorio;VIII;​34;"Ben discernëa in lor la testa bionda;"
Purgatorio;VIII;​35-36;ma ne la faccia l'occhio si smarria, come virtù ch'a troppo si confonda.
Purgatorio;VIII;​37-39;"""Ambo vegnon del grembo di Maria"", disse Sordello, ""a guardia de la valle, per lo serpente che verrà vie via""."
Purgatorio;VIII;​40-42;Ond'io, che non sapeva per qual calle, mi volsi intorno, e stretto m'accostai, tutto gelato, a le fidate spalle.
Purgatorio;VIII;​43;E Sordello anco:
Purgatorio;VIII;​43-45;"""Or avvalliamo omai tra le grandi ombre, e parleremo ad esse; grazïoso fia lor vedervi assai""."
Purgatorio;VIII;​46-48;Solo tre passi credo ch'i' scendesse, e fui di sotto, e vidi un che mirava pur me, come conoscer mi volesse.
Purgatorio;VIII;​49-51;Temp'era già che l'aere s'annerava, ma non sì che tra li occhi suoi e ' miei non dichiarisse ciò che pria serrava.
Purgatorio;VIII;​52;Ver' me si fece, e io ver' lui mi fei:
Purgatorio;VIII;​53-54;giudice Nin gentil, quanto mi piacque quando ti vidi non esser tra ' rei!
Purgatorio;VIII;​55;"Nullo bel salutar tra noi si tacque;"
Purgatorio;VIII;​56;poi dimandò:
Purgatorio;VIII;​56-57;"""Quant'è che tu venisti a piè del monte per le lontane acque?"
Purgatorio;VIII;​58-60;"""Oh!"", diss'io lui, ""per entro i luoghi tristi venni stamane, e sono in prima vita, ancor che l'altra, sì andando, acquisti""."
Purgatorio;VIII;​61-63;E come fu la mia risposta udita, Sordello ed elli in dietro si raccolse come gente di sùbito smarrita.
Purgatorio;VIII;​64-66;"L'uno a Virgilio e l'altro a un si volse che sedea lì, gridando:""Sù, Currado! vieni a veder che Dio per grazia volse""."
Purgatorio;VIII;​67;Poi, vòlto a me:
Purgatorio;VIII;​67-72;"""Per quel singular grado che tu dei a colui che sì nasconde lo suo primo perché, che non lì è guado, quando sarai di là da le larghe onde, dì a Giovanna mia che per me chiami là dove a li 'nnocenti si risponde."
Purgatorio;VIII;​73-75;Non credo che la sua madre più m'ami, poscia che trasmutò le bianche bende, le quai convien che, misera!, ancor brami.
Purgatorio;VIII;​76-78;Per lei assai di lieve si comprende quanto in femmina foco d'amor dura, se l'occhio o 'l tatto spesso non l'accende.
Purgatorio;VIII;​79-81;"Non le farà sì bella sepultura la vipera che Melanesi accampa, com'avria fatto il gallo di Gallura""."
Purgatorio;VIII;​82-84;Così dicea, segnato de la stampa, nel suo aspetto, di quel dritto zelo che misuratamente in core avvampa.
Purgatorio;VIII;​85-87;Li occhi miei ghiotti andavan pur al cielo, pur là dove le stelle son più tarde, sì come rota più presso a lo stelo.
Purgatorio;VIII;​88;E 'l duca mio:
Purgatorio;VIII;​88;"""Figliuol, che là sù guarde?""."
Purgatorio;VIII;​89;E io a lui:
Purgatorio;VIII;​89-90;"""A quelle tre facelle di che 'l polo di qua tutto quanto arde""."
Purgatorio;VIII;​91;Ond'elli a me:
Purgatorio;VIII;​91-93;"""Le quattro chiare stelle che vedevi staman, son di là basse, e queste son salite ov'eran quelle""."
Purgatorio;VIII;​94-95;"Com'ei parlava, e Sordello a sé il trasse dicendo:""Vedi là 'l nostro avversaro"";"
Purgatorio;VIII;​96;e drizzò il dito perché 'n là guardasse.
Purgatorio;VIII;​97-99;Da quella parte onde non ha riparo la picciola vallea, era una biscia, forse qual diede ad Eva il cibo amaro.
Purgatorio;VIII;​100-102;Tra l'erba e ' fior venìa la mala striscia, volgendo ad ora ad or la testa, e 'l dosso leccando come bestia che si liscia.
Purgatorio;VIII;​103-104;"Io non vidi, e però dicer non posso, come mosser li astor celestïali;"
Purgatorio;VIII;​105;ma vidi bene e l'uno e l'altro mosso.
Purgatorio;VIII;​106-107;Sentendo fender l'aere a le verdi ali, fuggì 'l serpente, e li angeli
Purgatorio;VIII;​107-108;dier volta, suso a le poste rivolando iguali.
Purgatorio;VIII;​109-111;L'ombra che s'era al giudice raccolta quando chiamò, per tutto quello assalto punto non fu da me guardare sciolta.
Purgatorio;VIII;​112-117;"""Se la lucerna che ti mena in alto truovi nel tuo arbitrio tanta cera quant'è mestiere infino al sommo smalto"", cominciò ella, ""se novella vera di Val di Magra o di parte vicina sai, dillo a me, che già grande là era."
Purgatorio;VIII;​118;"Fui chiamato Currado Malaspina;"
Purgatorio;VIII;​119;"non son l'antico, ma di lui discesi;"
Purgatorio;VIII;​120;"a' miei portai l'amor che qui raffina""."
Purgatorio;VIII;​121-122;"""Oh!"", diss'io lui, ""per li vostri paesi già mai non fui;"
Purgatorio;VIII;​122-123;ma dove si dimora per tutta Europa ch'ei non sien palesi?
Purgatorio;VIII;​124-126;"La fama che la vostra casa onora, grida i segnori e grida la contrada, sì che ne sa chi non vi fu ancora;"
Purgatorio;VIII;​127-129;e io vi giuro, s'io di sopra vada, che vostra gente onrata non si sfregia del pregio de la borsa e de la spada.
Purgatorio;VIII;​130-132;"Uso e natura sì la privilegia, che, perché il capo reo il mondo torca, sola va dritta e 'l mal cammin dispregia""."
Purgatorio;VIII;​133;Ed elli:
Purgatorio;VIII;​133;"""Or va;"
Purgatorio;VIII;​133-139;"che 'l sol non si ricorca sette volte nel letto che 'l Montone con tutti e quattro i piè cuopre e inforca, che cotesta cortese oppinïone ti fia chiavata in mezzo de la testa con maggior chiovi che d'altrui sermone, se corso di giudicio non s'arresta""."
Purgatorio;IX;​1-3;"La concubina di Titone antico già s'imbiancava al balco d'orïente, fuor de le braccia del suo dolce amico;"
Purgatorio;IX;​4-6;"di gemme la sua fronte era lucente, poste in figura del freddo animale che con la coda percuote la gente;"
Purgatorio;IX;​7-9;"e la notte, de' passi con che sale, fatti avea due nel loco ov'eravamo, e 'l terzo già chinava in giuso l'ale;"
Purgatorio;IX;​10-12;quand'io, che meco avea di quel d'Adamo, vinto dal sonno, in su l'erba inchinai là 've già tutti e cinque sedavamo.
Purgatorio;IX;​13-21;"Ne l'ora che comincia i tristi lai la rondinella presso a la mattina, forse a memoria de' suo' primi guai, e che la mente nostra, peregrina più da la carne e men da' pensier presa, a le sue visïon quasi è divina, in sogno mi parea veder sospesa un'aguglia nel ciel con penne d'oro, con l'ali aperte e a calare intesa;"
Purgatorio;IX;​22-24;ed esser mi parea là dove fuoro abbandonati i suoi da Ganimede, quando fu ratto al sommo consistoro.
Purgatorio;IX;​25;Fra me pensava:
Purgatorio;IX;​25-27;"""Forse questa fiede pur qui per uso, e forse d'altro loco disdegna di portarne suso in piede""."
Purgatorio;IX;​28-30;Poi mi parea che, poi rotata un poco, terribil come folgor discendesse, e me rapisse suso infino al foco.
Purgatorio;IX;​31;"Ivi parea che ella e io ardesse;"
Purgatorio;IX;​32-33;e sì lo 'ncendio imaginato cosse, che convenne che 'l sonno si rompesse.
Purgatorio;IX;​34-39;"Non altrimenti Achille si riscosse, li occhi svegliati rivolgendo in giro e non sappiendo là dove si fosse, quando la madre da Chir¢n a Schiro trafuggò lui dormendo in le sue braccia, là onde poi li Greci il dipartiro;"
Purgatorio;IX;​40-42;che mi scoss'io, sì come da la faccia mi fuggì 'l sonno, e diventa' ismorto, come fa l'uom che, spaventato, agghiaccia.
Purgatorio;IX;​43-45;Dallato m'era solo il mio conforto, e 'l sole er'alto già più che due ore, e 'l viso m'era a la marina torto.
Purgatorio;IX;​46;"""Non aver tema"", disse il mio segnore;"
Purgatorio;IX;​47;"""fatti sicur, ché noi semo a buon punto;"
Purgatorio;IX;​48;non stringer, ma rallarga ogne vigore.
Purgatorio;IX;​49;Tu se' omai al purgatorio giunto:
Purgatorio;IX;​50;"vedi là il balzo che 'l chiude dintorno;"
Purgatorio;IX;​51;vedi l'entrata là 've par digiunto.
Purgatorio;IX;​52-55;Dianzi, ne l'alba che procede al giorno, quando l'anima tua dentro dormia, sovra li fiori ond'è là giù addorno venne una donna, e disse:
Purgatorio;IX;​55;"""I' son Lucia;"
Purgatorio;IX;​56;"lasciatemi pigliar costui che dorme;"
Purgatorio;IX;​57;"sì l'agevolerò per la sua via""."
Purgatorio;IX;​58;"Sordel rimase e l'altre genti forme;"
Purgatorio;IX;​59-60;"ella ti tolse, e come 'l dì fu chiaro, sen venne suso;"
Purgatorio;IX;​60;e io per le sue orme.
Purgatorio;IX;​61-62;"Qui ti posò, ma pria mi dimostraro li occhi suoi belli quella intrata aperta;"
Purgatorio;IX;​63;"poi ella e 'l sonno ad una se n'andaro""."
Purgatorio;IX;​64-67;"A guisa d'uom che 'n dubbio si raccerta e che muta in conforto sua paura, poi che la verità li è discoperta, mi cambia' io;"
Purgatorio;IX;​67-69;e come sanza cura vide me 'l duca mio, su per lo balzo si mosse, e io di rietro inver' l'altura.
Purgatorio;IX;​70-72;Lettor, tu vedi ben com'io innalzo la mia matera, e però con più arte non ti maravigliar s'io la rincalzo.
Purgatorio;IX;​73-78;Noi ci appressammo, ed eravamo in parte che là dove pareami prima rotto, pur come un fesso che muro diparte, vidi una porta, e tre gradi di sotto per gire ad essa, di color diversi, e un portier ch'ancor non facea motto.
Purgatorio;IX;​79-81;"E come l'occhio più e più v'apersi, vidil seder sovra 'l grado sovrano, tal ne la faccia ch'io non lo soffersi;"
Purgatorio;IX;​82-84;e una spada nuda avëa in mano, che reflettëa i raggi sì ver' noi, ch'io drizzava spesso il viso in vano.
Purgatorio;IX;​85;"""Dite costinci:"
Purgatorio;IX;​85;che volete voi?
Purgatorio;IX;​85-86;""", cominciò elli a dire, ""ov'è la scorta?"
Purgatorio;IX;​87;"Guardate che 'l venir sù non vi nòi""."
Purgatorio;IX;​88-90;"""Donna del ciel, di queste cose accorta"", rispuose 'l mio maestro a lui, ""pur dianzi ne disse:"
Purgatorio;IX;​90;"""Andate là:"
Purgatorio;IX;​90;"quivi è la porta""."
Purgatorio;IX;​91-92;"""Ed ella i passi vostri in bene avanzi"", ricominciò il cortese portinaio:"
Purgatorio;IX;​93;"""Venite dunque a' nostri gradi innanzi""."
Purgatorio;IX;​94;"Là ne venimmo;"
Purgatorio;IX;​94-96;e lo scaglion primaio bianco marmo era sì pulito e terso, ch'io mi specchiai in esso qual io paio.
Purgatorio;IX;​97-99;Era il secondo tinto più che perso, d'una petrina ruvida e arsiccia, crepata per lo lungo e per traverso.
Purgatorio;IX;​100-102;Lo terzo, che di sopra s'ammassiccia, porfido mi parea, sì fiammeggiante come sangue che fuor di vena spiccia.
Purgatorio;IX;​103-105;Sovra questo tenëa ambo le piante l'angel di Dio sedendo in su la soglia che mi sembiava pietra di diamante.
Purgatorio;IX;​106-107;Per li tre gradi sù di buona voglia mi trasse il duca mio, dicendo:
Purgatorio;IX;​107-108;"""Chiedi umilemente che 'l serrame scioglia""."
Purgatorio;IX;​109-111;"Divoto mi gittai a' santi piedi; misericordia chiesi e ch'el m'aprisse, ma tre volte nel petto pria mi diedi."
Purgatorio;IX;​112-114;"Sette P ne la fronte mi descrisse col punton de la spada, e ""Fa che lavi, quando se' dentro, queste piaghe"" disse."
Purgatorio;IX;​115-116;"Cenere, o terra che secca si cavi, d'un color fora col suo vestimento;"
Purgatorio;IX;​117;e di sotto da quel trasse due chiavi.
Purgatorio;IX;​118;"L'una era d'oro e l'altra era d'argento;"
Purgatorio;IX;​119-120;pria con la bianca e poscia con la gialla fece a la porta sì, ch'i' fu' contento.
Purgatorio;IX;​121-123;"""Quandunque l'una d'este chiavi falla, che non si volga dritta per la toppa"", diss'elli a noi, ""non s'apre questa calla."
Purgatorio;IX;​124;"Più cara è l'una;"
Purgatorio;IX;​124-126;ma l'altra vuol troppa d'arte e d'ingegno avanti che diserri, perch'ella è quella che 'l nodo digroppa.
Purgatorio;IX;​127;"Da Pier le tegno;"
Purgatorio;IX;​127-129;"e dissemi ch'i' erri anzi ad aprir ch'a tenerla serrata, pur che la gente a' piedi mi s'atterri""."
Purgatorio;IX;​130-131;Poi pinse l'uscio a la porta sacrata, dicendo:
Purgatorio;IX;​131;"""Intrate;"
Purgatorio;IX;​131-132;"ma facciovi accorti che di fuor torna chi 'n dietro si guata""."
Purgatorio;IX;​133-138;E quando fuor ne' cardini distorti li spigoli di quella regge sacra, che di metallo son sonanti e forti, non rugghiò sì né si mostrò sì acra Tarpëa, come tolto le fu il buono Metello, per che poi rimase macra.
Purgatorio;IX;​139-141;"Io mi rivolsi attento al primo tuono, e ""Te Deum laudamus"" mi parea udire in voce mista al dolce suono."
Purgatorio;IX;​142-144;"Tale imagine a punto mi rendea ciò ch'io udiva, qual prender si suole quando a cantar con organi si stea;"
Purgatorio;IX;​145;ch'or sì or no s'intendon le parole.
Purgatorio;X;​1-4;"Poi fummo dentro al soglio de la porta che 'l mal amor de l'anime disusa, perché fa parer dritta la via torta, sonando la senti' esser richiusa;"
Purgatorio;X;​5-6;e s'io avesse li occhi vòlti ad essa, qual fora stata al fallo degna scusa?
Purgatorio;X;​7-9;Noi salavam per una pietra fessa, che si moveva e d'una e d'altra parte, sì come l'onda che fugge e s'appressa.
Purgatorio;X;​10-12;"""Qui si conviene usare un poco d'arte"", cominciò 'l duca mio, ""in accostarsi or quinci, or quindi al lato che si parte""."
Purgatorio;X;​13-16;"E questo fece i nostri passi scarsi, tanto che pria lo scemo de la luna rigiunse al letto suo per ricorcarsi, che noi fossimo fuor di quella cruna;"
Purgatorio;X;​17-21;ma quando fummo liberi e aperti sù dove il monte in dietro si rauna, ïo stancato e amendue incerti di nostra via, restammo in su un piano solingo più che strade per diserti.
Purgatorio;X;​22-24;"Da la sua sponda, ove confina il vano, al piè de l'alta ripa che pur sale, misurrebbe in tre volte un corpo umano;"
Purgatorio;X;​25-27;e quanto l'occhio mio potea trar d'ale, or dal sinistro e or dal destro fianco, questa cornice mi parea cotale.
Purgatorio;X;​28-33;Là sù non eran mossi i piè nostri anco, quand'io conobbi quella ripa intorno che dritto di salita aveva manco, esser di marmo candido e addorno d'intagli sì, che non pur Policleto, ma la natura lì avrebbe scorno.
Purgatorio;X;​34-39;L'angel che venne in terra col decreto de la molt'anni lagrimata pace, ch'aperse il ciel del suo lungo divieto, dinanzi a noi pareva sì verace quivi intagliato in un atto soave, che non sembiava imagine che tace.
Purgatorio;X;​40;"Giurato si saria ch'el dicesse ""Ave!"";"
Purgatorio;X;​41-42;"perché iv'era imaginata quella ch'ad aprir l'alto amor volse la chiave;"
Purgatorio;X;​43-45;"e avea in atto impressa esta favella ""Ecce ancilla Dëi"", propriamente come figura in cera si suggella."
Purgatorio;X;​46-48;"""Non tener pur ad un loco la mente"", disse 'l dolce maestro, che m'avea da quella parte onde 'l cuore ha la gente."
Purgatorio;X;​49-52;"Per ch'i' mi mossi col viso, e vedea di retro da Maria, da quella costa onde m'era colui che mi movea, un'altra storia ne la roccia imposta;"
Purgatorio;X;​53-54;per ch'io varcai Virgilio, e fe'mi presso, acciò che fosse a li occhi miei disposta.
Purgatorio;X;​55-57;Era intagliato lì nel marmo stesso lo carro e ' buoi, traendo l'arca santa, per che si teme officio non commesso.
Purgatorio;X;​58;"Dinanzi parea gente;"
Purgatorio;X;​58-60;"e tutta quanta, partita in sette cori, a' due mie' sensi faceva dir l'un ""No"", l'altro ""Sì, canta""."
Purgatorio;X;​61-63;Similemente al fummo de li 'ncensi che v'era imaginato, li occhi e 'l naso e al sì e al no discordi fensi.
Purgatorio;X;​64-66;Lì precedeva al benedetto vaso, trescando alzato, l'umile salmista, e più e men che re era in quel caso.
Purgatorio;X;​67-69;Di contra, effigïata ad una vista d'un gran palazzo, Micòl ammirava sì come donna dispettosa e trista.
Purgatorio;X;​70-72;I' mossi i piè del loco dov'io stava, per avvisar da presso un'altra istoria, che di dietro a Micòl mi biancheggiava.
Purgatorio;X;​73-75;"Quiv'era storïata l'alta gloria del roman principato, il cui valore mosse Gregorio a la sua gran vittoria;"
Purgatorio;X;​76;"i' dico di Traiano imperadore;"
Purgatorio;X;​77-78;e una vedovella li era al freno, di lagrime atteggiata e di dolore.
Purgatorio;X;​79-81;Intorno a lui parea calcato e pieno di cavalieri, e l'aguglie ne l'oro sovr'essi in vista al vento si movieno.
Purgatorio;X;​82-83;La miserella intra tutti costoro pareva dir:
Purgatorio;X;​83-84;"""Segnor, fammi vendetta di mio figliuol ch'è morto, ond'io m'accoro"";"
Purgatorio;X;​85;ed elli a lei rispondere:
Purgatorio;X;​85-86;"""Or aspetta tanto ch'i' torni"";"
Purgatorio;X;​86;e quella:
Purgatorio;X;​86-88;"""Segnor mio"", come persona in cui dolor s'affretta, ""se tu non torni?"";"
Purgatorio;X;​88;ed ei:
Purgatorio;X;​88-89;"""Chi fia dov'io, la ti farà"";"
Purgatorio;X;​89;ed ella:
Purgatorio;X;​89-90;"""L'altrui bene a te che fia, se 'l tuo metti in oblio?"
Purgatorio;X;​91;ond'elli:
Purgatorio;X;​91;"""Or ti conforta;"
Purgatorio;X;​91-92;ch'ei convene ch'i' solva il mio dovere anzi ch'i' mova:
Purgatorio;X;​93;"giustizia vuole e pietà mi ritene""."
Purgatorio;X;​94-96;Colui che mai non vide cosa nova produsse esto visibile parlare, novello a noi perché qui non si trova.
Purgatorio;X;​97-101;"Mentr'io mi dilettava di guardare l'imagini di tante umilitadi, e per lo fabbro loro a veder care, ""Ecco di qua, ma fanno i passi radi"", mormorava il poeta, ""molte genti:"
Purgatorio;X;​102;"questi ne 'nvïeranno a li alti gradi""."
Purgatorio;X;​103-105;Li occhi miei, ch'a mirare eran contenti per veder novitadi ond'e' son vaghi, volgendosi ver' lui non furon lenti.
Purgatorio;X;​106-108;Non vo' però, lettor, che tu ti smaghi di buon proponimento per udire come Dio vuol che 'l debito si paghi.
Purgatorio;X;​109;Non attender la forma del martìre:
Purgatorio;X;​110;"pensa la succession;"
Purgatorio;X;​110-111;pensa ch'al peggio oltre la gran sentenza non può ire.
Purgatorio;X;​112;Io cominciai:
Purgatorio;X;​112-114;"""Maestro, quel ch'io veggio muovere a noi, non mi sembian persone, e non so che, sì nel veder vaneggio""."
Purgatorio;X;​115;Ed elli a me:
Purgatorio;X;​115-117;"""La grave condizione di lor tormento a terra li rannicchia, sì che ' miei occhi pria n'ebber tencione."
