cantica;canto;range_versi;terzina
Inferno;XVIII;64_66;"Così parlando il percosse un demonio de la sua scurïada, e disse: ""Via, ruffian! qui non son femmine da conio""."
Inferno;XVIII;67_69;"I' mi raggiunsi con la scorta mia; poscia con pochi passi divenimmo là 'v'uno scoglio de la ripa uscia."
Inferno;XVIII;70_72;"Assai leggeramente quel salimmo; e vòlti a destra su per la sua scheggia, da quelle cerchie etterne ci partimmo."
Inferno;XVIII;73_75;"Quando noi fummo là dov'el vaneggia di sotto per dar passo a li sferzati, lo duca disse: ""Attienti, e fa che feggia"
Inferno;XVIII;76_78;"lo viso in te di quest'altri mal nati, ai quali ancor non vedesti la faccia però che son con noi insieme andati""."
Inferno;XVIII;79_81;Del vecchio ponte guardavam la traccia che venìa verso noi da l'altra banda, e che la ferza similmente scaccia.
Inferno;XVIII;82_84;"E 'l buon maestro, sanza mia dimanda, mi disse: ""Guarda quel grande che vene, e per dolor non par lagrime spanda:"
Inferno;XVIII;85_87;quanto aspetto reale ancor ritene! Quelli è Iasón, che per cuore e per senno li Colchi del monton privati féne.
Inferno;XVIII;88_90;Ello passò per l'isola di Lenno poi che l'ardite femmine spietate tutti li maschi loro a morte dienno.
Inferno;XVIII;91_93;Ivi con segni e con parole ornate Isifile ingannò, la giovinetta che prima avea tutte l'altre ingannate.
Inferno;XVIII;94_96;"Lasciolla quivi, gravida, soletta; tal colpa a tal martiro lui condanna; e anche di Medea si fa vendetta."
Inferno;XVIII;97_99;"Con lui sen va chi da tal parte inganna; e questo basti de la prima valle sapere e di color che 'n sé assanna""."
Inferno;XVIII;100_102;Già eravam là 've lo stretto calle con l'argine secondo s'incrocicchia, e fa di quello ad un altr'arco spalle.
Inferno;XVIII;103_105;Quindi sentimmo gente che si nicchia ne l'altra bolgia e che col muso scuffa, e sé medesma con le palme picchia.
Inferno;XVIII;106_108;Le ripe eran grommate d'una muffa, per l'alito di giù che vi s'appasta, che con li occhi e col naso facea zuffa.
Inferno;XVIII;109_111;Lo fondo è cupo sì, che non ci basta loco a veder sanza montare al dosso de l'arco, ove lo scoglio più sovrasta.
Inferno;XVIII;112_114;"Quivi venimmo; e quindi giù nel fosso vidi gente attuffata in uno sterco che da li uman privadi parea mosso."
Inferno;XVIII;115_117;E mentre ch'io là giù con l'occhio cerco, vidi un col capo sì di merda lordo, che non parëa s'era laico o cherco.
Inferno;XVIII;118_120;"Quei mi sgridò: ""Perché se' tu sì gordo di riguardar più me che li altri brutti?"". E io a lui: ""Perché, se ben ricordo,"
Inferno;XVIII;121_123;"già t'ho veduto coi capelli asciutti, e se' Alessio Interminei da Lucca: però t'adocchio più che li altri tutti""."
Inferno;XVIII;124_126;"Ed elli allor, battendosi la zucca: ""Qua giù m'hanno sommerso le lusinghe ond'io non ebbi mai la lingua stucca""."
Inferno;XVIII;127_129;"Appresso ciò lo duca ""Fa che pinghe"", mi disse ""il viso un poco più avante, sì che la faccia ben con l'occhio attinghe"
Inferno;XVIII;130_132;di quella sozza e scapigliata fante che là si graffia con l'unghie merdose, e or s'accoscia e ora è in piedi stante.
Inferno;XVIII;133_135;"Taïde è, la puttana che rispuose al drudo suo quando disse ""Ho io grazie grandi apo te?"": ""Anzi maravigliose!""."
Inferno;XVIII;136;"E quinci sian le nostre viste sazie""."
Inferno;XIX;1_3;O Simon mago, o miseri seguaci che le cose di Dio, che di bontate deon essere spose, e voi rapaci
Inferno;XIX;4_6;per oro e per argento avolterate, or convien che per voi suoni la tromba, però che ne la terza bolgia state.
Inferno;XIX;7_9;Già eravamo, a la seguente tomba, montati de lo scoglio in quella parte ch'a punto sovra mezzo 'l fosso piomba.
Inferno;XIX;10_12;O somma sapïenza, quanta è l'arte che mostri in cielo, in terra e nel mal mondo, e quanto giusto tua virtù comparte!
Inferno;XIX;13_15;Io vidi per le coste e per lo fondo piena la pietra livida di fóri, d'un largo tutti e ciascun era tondo.
Inferno;XIX;16_18;"Non mi parean men ampi né maggiori che que' che son nel mio bel San Giovanni, fatti per loco d'i battezzatori;"
Inferno;XIX;19_21;l'un de li quali, ancor non è molt'anni, rupp'io per un che dentro v'annegava: e questo sia suggel ch'ogn'omo sganni.
Inferno;XIX;22_24;Fuor de la bocca a ciascun soperchiava d'un peccator li piedi e de le gambe infino al grosso, e l'altro dentro stava.
Inferno;XIX;25_27;"Le piante erano a tutti accese intrambe; per che sì forte guizzavan le giunte, che spezzate averien ritorte e strambe."
Inferno;XIX;28_30;Qual suole il fiammeggiar de le cose unte muoversi pur su per la strema buccia, tal era lì dai calcagni a le punte.
Inferno;XIX;31_33;"""Chi è colui, maestro, che si cruccia guizzando più che li altri suoi consorti"", diss'io, ""e cui più roggia fiamma succia?""."
Inferno;XIX;34_36;"Ed elli a me: ""Se tu vuo' ch'i' ti porti là giù per quella ripa che più giace, da lui saprai di sé e de' suoi torti""."
Inferno;XIX;37_39;"E io: ""Tanto m'è bel, quanto a te piace: tu se' segnore, e sai ch'i' non mi parto dal tuo volere, e sai quel che si tace""."
Inferno;XIX;40_42;"Allor venimmo in su l'argine quarto; volgemmo e discendemmo a mano stanca là giù nel fondo foracchiato e arto."
Inferno;XIX;43_45;Lo buon maestro ancor de la sua anca non mi dipuose, sì mi giunse al rotto di quel che si piangeva con la zanca.
Inferno;XIX;46_48;"""O qual che se' che 'l di sù tien di sotto, anima trista come pal commessa"", comincia' io a dir, ""se puoi, fa motto""."
Inferno;XIX;49_51;Io stava come 'l frate che confessa lo perfido assessin, che, poi ch'è fitto, richiama lui per che la morte cessa.
Inferno;XIX;52_54;"Ed el gridò: ""Se' tu già costì ritto, se' tu già costì ritto, Bonifazio? Di parecchi anni mi mentì lo scritto."
Inferno;XIX;55_57;"Se' tu sì tosto di quell'aver sazio per lo qual non temesti tòrre a 'nganno la bella donna, e poi di farne strazio?""."
Inferno;XIX;58_60;Tal mi fec'io, quai son color che stanno, per non intender ciò ch'è lor risposto, quasi scornati, e risponder non sanno.
Inferno;XIX;61_63;"Allor Virgilio disse: ""Dilli tosto: ""Non son colui, non son colui che credi""; e io rispuosi come a me fu imposto."
Inferno;XIX;64_66;"Per che lo spirto tutti storse i piedi; poi, sospirando e con voce di pianto, mi disse: ""Dunque che a me richiedi?"
Inferno;XIX;67_69;"Se di saper ch'i' sia ti cal cotanto, che tu abbi però la ripa corsa, sappi ch'i' fui vestito del gran manto;"
Inferno;XIX;70_72;e veramente fui figliuol de l'orsa, cupido sì per avanzar li orsatti, che sù l'avere e qui me misi in borsa.
Inferno;XIX;73_75;Di sotto al capo mio son li altri tratti che precedetter me simoneggiando, per le fessure de la pietra piatti.
Inferno;XIX;76_78;Là giù cascherò io altresì quando verrà colui ch'i' credea che tu fossi, allor ch'i' feci 'l sùbito dimando.
Inferno;XIX;79_81;Ma più è 'l tempo già che i piè mi cossi e ch'i' son stato così sottosopra, ch'el non starà piantato coi piè rossi:
Inferno;XIX;82_84;ché dopo lui verrà di più laida opra, di ver' ponente, un pastor sanza legge, tal che convien che lui e me ricuopra.
Inferno;XIX;85_87;"Nuovo Iasón sarà, di cui si legge ne' Maccabei; e come a quel fu molle suo re, così fia lui chi Francia regge""."
Inferno;XIX;88_90;"Io non so s'i' mi fui qui troppo folle, ch'i' pur rispuosi lui a questo metro: ""Deh, or mi dì: quanto tesoro volle"
Inferno;XIX;91_93;"Nostro Segnore in prima da san Pietro ch'ei ponesse le chiavi in sua balìa? Certo non chiese se non ""Viemmi retro""."
Inferno;XIX;94_96;Né Pier né li altri tolsero a Matia oro od argento, quando fu sortito al loco che perdé l'anima ria.
Inferno;XIX;97_99;"Però ti sta, ché tu se' ben punito; e guarda ben la mal tolta moneta ch'esser ti fece contra Carlo ardito."
Inferno;XIX;100_102;E se non fosse ch'ancor lo mi vieta la reverenza delle somme chiavi che tu tenesti ne la vita lieta,
Inferno;XIX;103_105;"io userei parole ancor più gravi; ché la vostra avarizia il mondo attrista, calcando i buoni e sollevando i pravi."
Inferno;XIX;106_108;"Di voi pastor s'accorse il Vangelista, quando colei che siede sopra l'acque puttaneggiar coi regi a lui fu vista;"
Inferno;XIX;109_111;quella che con le sette teste nacque, e da le diece corna ebbe argomento, fin che virtute al suo marito piacque.
Inferno;XIX;112_114;"Fatto v'avete dio d'oro e d'argento; e che altro è da voi a l'idolatre, se non ch'elli uno, e voi ne orate cento?"
Inferno;XIX;115_117;"Ahi, Costantin, di quanto mal fu matre, non la tua conversion, ma quella dote che da te prese il primo ricco patre!""."
Inferno;XIX;118_120;E mentr'io li cantava cotai note, o ira o coscïenza che 'l mordesse, forte spingava con ambo le piote.
Inferno;XIX;121_123;I' credo ben ch'al mio duca piacesse, con sì contenta labbia sempre attese lo suon de le parole vere espresse.
Inferno;XIX;124_126;"Però con ambo le braccia mi prese; e poi che tutto su mi s'ebbe al petto, rimontò per la via onde discese."
Inferno;XIX;127_129;Né si stancò d'avermi a sé distretto, sì men portò sovra 'l colmo de l'arco che dal quarto al quinto argine è tragetto.
Inferno;XIX;130_132;Quivi soavemente spuose il carco, soave per lo scoglio sconcio ed erto che sarebbe a le capre duro varco.
Inferno;XIX;133;Indi un altro vallon mi fu scoperto.
Inferno;XX;1_3;Di nova pena mi conven far versi e dar matera al ventesimo canto de la prima canzon, ch'è d'i sommersi.
Inferno;XX;4_6;"Io era già disposto tutto quanto a riguardar ne lo scoperto fondo, che si bagnava d'angoscioso pianto;"
Inferno;XX;7_9;e vidi gente per lo vallon tondo venir, tacendo e lagrimando, al passo che fanno le letane in questo mondo.
Inferno;XX;10_12;Come 'l viso mi scese in lor più basso, mirabilmente apparve esser travolto ciascun tra 'l mento e 'l principio del casso,
Inferno;XX;13_15;ché da le reni era tornato 'l volto, e in dietro venir li convenia, perché 'l veder dinanzi era lor tolto.
Inferno;XX;16_18;"Forse per forza già di parlasia si travolse così alcun del tutto; ma io nol vidi, né credo che sia."
Inferno;XX;19_21;Se Dio ti lasci, lettor, prender frutto di tua lezione, or pensa per te stesso com'io potea tener lo viso asciutto,
Inferno;XX;22_24;quando la nostra imagine di presso vidi sì torta, che 'l pianto de li occhi le natiche bagnava per lo fesso.
Inferno;XX;25_27;"Certo io piangea, poggiato a un de' rocchi del duro scoglio, sì che la mia scorta mi disse: ""Ancor se' tu de li altri sciocchi?"
Inferno;XX;28_30;"Qui vive la pietà quand'è ben morta; chi è più scellerato che colui che al giudicio divin passion comporta?"
Inferno;XX;31_33;"Drizza la testa, drizza, e vedi a cui s'aperse a li occhi d'i Teban la terra; per ch'ei gridavan tutti: ""Dove rui,"
Inferno;XX;34_36;"Anfïarao? perché lasci la guerra?"". E non restò di ruinare a valle fino a Minòs che ciascheduno afferra."
Inferno;XX;37_39;"Mira c'ha fatto petto de le spalle; perché volse veder troppo davante, di retro guarda e fa retroso calle."
Inferno;XX;40_42;"Vedi Tiresia, che mutò sembiante quando di maschio femmina divenne, cangiandosi le membra tutte quante;"
Inferno;XX;43_45;e prima, poi, ribatter li convenne li duo serpenti avvolti, con la verga, che rïavesse le maschili penne.
Inferno;XX;46_48;Aronta è quel ch'al ventre li s'atterga, che ne' monti di Luni, dove ronca lo Carrarese che di sotto alberga,
Inferno;XX;49_51;"ebbe tra ' bianchi marmi la spelonca per sua dimora; onde a guardar le stelle e 'l mar no li era la veduta tronca."
Inferno;XX;52_54;E quella che ricuopre le mammelle, che tu non vedi, con le trecce sciolte, e ha di là ogne pilosa pelle,
Inferno;XX;55_57;"Manto fu, che cercò per terre molte; poscia si puose là dove nacqu'io; onde un poco mi piace che m'ascolte."
Inferno;XX;58_60;Poscia che 'l padre suo di vita uscìo e venne serva la città di Baco, questa gran tempo per lo mondo gio.
Inferno;XX;61_63;Suso in Italia bella giace un laco, a piè de l'Alpe che serra Lamagna sovra Tiralli, c'ha nome Benaco.
Inferno;XX;64_66;Per mille fonti, credo, e più si bagna tra Garda e Val Camonica e Pennino de l'acqua che nel detto laco stagna.
Inferno;XX;67_69;Loco è nel mezzo là dove 'l trentino pastore e quel di Brescia e 'l veronese segnar poria, s'e' fesse quel cammino.
Inferno;XX;70_72;Siede Peschiera, bello e forte arnese da fronteggiar Bresciani e Bergamaschi, ove la riva 'ntorno più discese.
Inferno;XX;73_75;Ivi convien che tutto quanto caschi ciò che 'n grembo a Benaco star non può, e fassi fiume giù per verdi paschi.
Inferno;XX;76_78;Tosto che l'acqua a correr mette co, non più Benaco, ma Mencio si chiama fino a Governol, dove cade in Po.
Inferno;XX;79_81;"Non molto ha corso, ch'el trova una lama, ne la qual si distende e la 'mpaluda; e suol di state talor essere grama."
Inferno;XX;82_84;Quindi passando la vergine cruda vide terra, nel mezzo del pantano, sanza coltura e d'abitanti nuda.
Inferno;XX;85_87;Lì, per fuggire ogne consorzio umano, ristette con suoi servi a far sue arti, e visse, e vi lasciò suo corpo vano.
Inferno;XX;88_90;Li uomini poi che 'ntorno erano sparti s'accolsero a quel loco, ch'era forte per lo pantan ch'avea da tutte parti.
Inferno;XX;91_93;"Fer la città sovra quell'ossa morte; e per colei che 'l loco prima elesse, Mantüa l'appellar sanz'altra sorte."
Inferno;XX;94_96;"Già fuor le genti sue dentro più spesse; prima che la mattia da Casalodi da Pinamonte inganno ricevesse."
Inferno;XX;97_99;"Però t'assenno che, se tu mai odi originar la mia terra altrimenti, la verità nulla menzogna frodi""."
Inferno;XX;100_102;"E io: ""Maestro, i tuoi ragionamenti mi son sì certi e prendon sì mia fede, che li altri mi sarien carboni spenti."
Inferno;XX;103_105;"Ma dimmi, de la gente che procede, se tu ne vedi alcun degno di nota; ché solo a ciò la mia mente rifiede""."
Inferno;XX;106_108;"Allor mi disse: ""Quel che da la gota porge la barba in su le spalle brune, fu - quando Grecia fu di maschi vòta,"
Inferno;XX;109_111;sì ch'a pena rimaser per le cune - augure, e diede 'l punto con Calcanta in Aulide a tagliar la prima fune.
Inferno;XX;112_114;Euripilo ebbe nome, e così 'l canta l'alta mia tragedìa in alcun loco: ben lo sai tu che la sai tutta quanta.
Inferno;XX;115_117;Quell'altro che ne' fianchi è così poco, Michele Scotto fu, che veramente de le magiche frode seppe 'l gioco.
Inferno;XX;118_120;"Vedi Guido Bonatti; vedi Asdente, ch'avere inteso al cuoio e a lo spago ora vorrebbe, ma tardi si pente."
Inferno;XX;121_123;"Vedi le triste che lasciaron l'ago, la spuola e 'l fuso, e fecersi 'ndivine; fecer malie con erbe e con imago."
Inferno;XX;124_126;"Ma vienne omai, ché già tiene 'l confine d'amendue li emisperi e tocca l'onda sotto Sobilia Caino e le spine;"
Inferno;XX;127_129;"e già iernotte fu la luna tonda: ben ten de' ricordar, ché non ti nocque alcuna volta per la selva fonda""."
Inferno;XX;130;Sì mi parlava, e andavamo introcque.
Inferno;XXI;1_3;"Così di ponte in ponte, altro parlando che la mia comedìa cantar non cura, venimmo; e tenavamo 'l colmo, quando"
Inferno;XXI;4_6;"restammo per veder l'altra fessura di Malebolge e li altri pianti vani; e vidila mirabilmente oscura."
Inferno;XXI;7_9;Quale ne l'arzanà de' Viniziani bolle l'inverno la tenace pece a rimpalmare i legni lor non sani,
Inferno;XXI;10_12;"ché navicar non ponno - in quella vece chi fa suo legno novo e chi ristoppa le coste a quel che più vïaggi fece;"
Inferno;XXI;13_15;"chi ribatte da proda e chi da poppa; altri fa remi e altri volge sarte; chi terzeruolo e artimon rintoppa -:"
Inferno;XXI;16_18;tal, non per foco ma per divin'arte, bollia là giuso una pegola spessa, che 'nviscava la ripa d'ogne parte.
Inferno;XXI;19_21;I' vedea lei, ma non vedëa in essa mai che le bolle che 'l bollor levava, e gonfiar tutta, e riseder compressa.
Inferno;XXI;22_24;"Mentr'io là giù fisamente mirava, lo duca mio, dicendo ""Guarda, guarda!"", mi trasse a sé del loco dov'io stava."
Inferno;XXI;25_27;Allor mi volsi come l'uom cui tarda di veder quel che li convien fuggire e cui paura sùbita sgagliarda,
Inferno;XXI;28_30;che, per veder, non indugia 'l partire: e vidi dietro a noi un diavol nero correndo su per lo scoglio venire.
Inferno;XXI;31_33;Ahi quant'elli era ne l'aspetto fero! e quanto mi parea ne l'atto acerbo, con l'ali aperte e sovra i piè leggero!
Inferno;XXI;34_36;L'omero suo, ch'era aguto e superbo, carcava un peccator con ambo l'anche, e quei tenea de' piè ghermito 'l nerbo.
Inferno;XXI;37_39;"Del nostro ponte disse: ""O Malebranche, ecco un de li anzïan di Santa Zita! Mettetel sotto, ch'i' torno per anche"
Inferno;XXI;40_42;"a quella terra, che n'è ben fornita: ogn'uom v'è barattier, fuor che Bonturo; del no, per li denar, vi si fa"
Inferno;XXI;43_45;"Là giù 'l buttò, e per lo scoglio duro si volse; e mai non fu mastino sciolto con tanta fretta a seguitar lo furo."
Inferno;XXI;46_48;"Quel s'attuffò, e tornò sù convolto; ma i demon che del ponte avean coperchio, gridar: ""Qui non ha loco il Santo Volto!"
Inferno;XXI;49_51;"qui si nuota altrimenti che nel Serchio! Però, se tu non vuo' di nostri graffi, non far sopra la pegola soverchio""."
Inferno;XXI;52_54;"Poi l'addentar con più di cento raffi, disser: ""Coverto convien che qui balli, sì che, se puoi, nascosamente accaffi""."
Inferno;XXI;55_57;Non altrimenti i cuoci a' lor vassalli fanno attuffare in mezzo la caldaia la carne con li uncin, perché non galli.
Inferno;XXI;58_60;"Lo buon maestro ""Acciò che non si paia che tu ci sia"", mi disse, ""giù t'acquatta dopo uno scheggio, ch'alcun schermo t'aia;"
Inferno;XXI;61_63;"e per nulla offension che mi sia fatta, non temer tu, ch'i' ho le cose conte, perch'altra volta fui a tal baratta""."
Inferno;XXI;64_66;"Poscia passò di là dal co del ponte; e com'el giunse in su la ripa sesta, mestier li fu d'aver sicura fronte."
Inferno;XXI;67_69;Con quel furore e con quella tempesta ch'escono i cani a dosso al poverello che di sùbito chiede ove s'arresta,
Inferno;XXI;70_72;"usciron quei di sotto al ponticello, e volser contra lui tutt'i runcigli; ma el gridò: ""Nessun di voi sia fello!"
Inferno;XXI;73_75;"Innanzi che l'uncin vostro mi pigli, traggasi avante l'un di voi che m'oda, e poi d'arruncigliarmi si consigli""."
Inferno;XXI;76_78;"Tutti gridaron: ""Vada Malacoda!""; per ch'un si mosse - e li altri stetter fermi - e venne a lui dicendo: ""Che li approda?""."
Inferno;XXI;79_81;"""Credi tu, Malacoda, qui vedermi esser venuto"", disse 'l mio maestro, ""sicuro già da tutti vostri schermi,"
Inferno;XXI;82_84;"sanza voler divino e fato destro? Lascian' andar, ché nel cielo è voluto ch'i' mostri altrui questo cammin silvestro""."
Inferno;XXI;85_87;"Allor li fu l'orgoglio sì caduto, ch'e' si lasciò cascar l'uncino a' piedi, e disse a li altri: ""Omai non sia feruto""."
Inferno;XXI;88_90;"E 'l duca mio a me: ""O tu che siedi tra li scheggion del ponte quatto quatto, sicuramente omai a me ti riedi""."
Inferno;XXI;91_93;"Per ch'io mi mossi, e a lui venni ratto; e i diavoli si fecer tutti avanti, sì ch'io temetti ch'ei tenesser patto;"
Inferno;XXI;94_96;così vid'ïo già temer li fanti ch'uscivan patteggiati di Caprona, veggendo sé tra nemici cotanti.
Inferno;XXI;97_99;I' m'accostai con tutta la persona lungo 'l mio duca, e non torceva li occhi da la sembianza lor ch'era non buona.
Inferno;XXI;100_102;"Ei chinavan li raffi e ""Vuo' che 'l tocchi"", diceva l'un con l'altro, ""in sul groppone?"". E rispondien: ""Sì, fa che gliel'accocchi""."
Inferno;XXI;103_105;"Ma quel demonio che tenea sermone col duca mio, si volse tutto presto e disse: ""Posa, posa, Scarmiglione!""."
Inferno;XXI;106_108;"Poi disse a noi: ""Più oltre andar per questo iscoglio non si può, però che giace tutto spezzato al fondo l'arco sesto."
Inferno;XXI;109_111;"E se l'andare avante pur vi piace, andatevene su per questa grotta; presso è un altro scoglio che via face."
Inferno;XXI;112_114;Ier, più oltre cinqu'ore che quest'otta, mille dugento con sessanta sei anni compié che qui la via fu rotta.
Inferno;XXI;115_117;"Io mando verso là di questi miei a riguardar s'alcun se ne sciorina; gite con lor, che non saranno rei""."
Inferno;XXI;118_120;"""Tra'ti avante, Alichino, e Calcabrina"", cominciò elli a dire, ""e tu, Cagnazzo; e Barbariccia guidi la decina."
Inferno;XXI;121_123;Libicocco vegn'oltre e Draghignazzo, Cirïatto sannuto e Graffiacane e Farfarello e Rubicante pazzo.
Inferno;XXI;124_126;"Cercate 'ntorno le boglienti pane; costor sian salvi infino a l'altro scheggio che tutto intero va sovra le tane""."
Inferno;XXI;127_129;"""Omè, maestro, che è quel ch'i' veggio?"", diss'io, ""deh, sanza scorta andianci soli, se tu sa' ir; ch'i' per me non la cheggio."
Inferno;XXI;130_132;"Se tu se' sì accorto come suoli, non vedi tu ch'e' digrignan li denti e con le ciglia ne minaccian duoli?""."
Inferno;XXI;133_135;"Ed elli a me: ""Non vo' che tu paventi; lasciali digrignar pur a lor senno, ch'e' fanno ciò per li lessi dolenti""."
Inferno;XXI;136_138;"Per l'argine sinistro volta dienno; ma prima avea ciascun la lingua stretta coi denti, verso lor duca, per cenno;"
Inferno;XXI;139;ed elli avea del cul fatto trombetta.
Inferno;XXII;1_3;"Io vidi già cavalier muover campo, e cominciare stormo e far lor mostra, e talvolta partir per loro scampo;"
Inferno;XXII;4_6;"corridor vidi per la terra vostra, o Aretini, e vidi gir gualdane, fedir torneamenti e correr giostra;"
Inferno;XXII;7_9;"quando con trombe, e quando con campane, con tamburi e con cenni di castella, e con cose nostrali e con istrane;"
Inferno;XXII;10_12;né già con sì diversa cennamella cavalier vidi muover né pedoni, né nave a segno di terra o di stella.
Inferno;XXII;13_15;Noi andavam con li diece demoni. Ahi fiera compagnia! ma ne la chiesa coi santi, e in taverna coi ghiottoni.
Inferno;XXII;16_18;Pur a la pegola era la mia 'ntesa, per veder de la bolgia ogne contegno e de la gente ch'entro v'era incesa.
Inferno;XXII;19_21;Come i dalfini, quando fanno segno a' marinar con l'arco de la schiena che s'argomentin di campar lor legno,
Inferno;XXII;22_24;talor così, ad alleggiar la pena, mostrav'alcun de' peccatori 'l dosso e nascondea in men che non balena.
Inferno;XXII;25_27;E come a l'orlo de l'acqua d'un fosso stanno i ranocchi pur col muso fuori, sì che celano i piedi e l'altro grosso,
Inferno;XXII;28_30;"sì stavan d'ogne parte i peccatori; ma come s'appressava Barbariccia, così si ritraén sotto i bollori."
Inferno;XXII;31_33;"I' vidi, e anco il cor me n'accapriccia, uno aspettar così, com'elli 'ncontra ch'una rana rimane e l'altra spiccia;"
Inferno;XXII;34_36;e Graffiacan, che li era più di contra, li arruncigliò le 'mpegolate chiome e trassel sù, che mi parve una lontra.
Inferno;XXII;37_39;I' sapea già di tutti quanti 'l nome, sì li notai quando fuorono eletti, e poi ch'e' si chiamaro, attesi come.
Inferno;XXII;40_42;"""O Rubicante, fa che tu li metti li unghioni a dosso, sì che tu lo scuoi!"", gridavan tutti insieme i maladetti."
Inferno;XXII;43_45;"E io: ""Maestro mio, fa, se tu puoi, che tu sappi chi è lo sciagurato venuto a man de li avversari suoi""."
Inferno;XXII;46_48;"Lo duca mio li s'accostò allato; domandollo ond'ei fosse, e quei rispuose: ""I' fui del regno di Navarra nato."
Inferno;XXII;49_51;Mia madre a servo d'un segnor mi puose, che m'avea generato d'un ribaldo, distruggitor di sé e di sue cose.
Inferno;XXII;52_54;"Poi fui famiglia del buon re Tebaldo; quivi mi misi a far baratteria, di ch'io rendo ragione in questo caldo""."
Inferno;XXII;55_57;E Cirïatto, a cui di bocca uscia d'ogne parte una sanna come a porco, li fé sentir come l'una sdruscia.
Inferno;XXII;58_60;"Tra male gatte era venuto 'l sorco; ma Barbariccia il chiuse con le braccia e disse: ""State in là, mentr'io lo 'nforco""."
Inferno;XXII;61_63;"E al maestro mio volse la faccia; ""Domanda"", disse, ""ancor, se più disii saper da lui, prima ch'altri 'l disfaccia""."
Inferno;XXII;64_66;"Lo duca dunque: ""Or dì: de li altri rii conosci tu alcun che sia latino sotto la pece?"". E quelli: ""I' mi partii,"
Inferno;XXII;67_69;"poco è, da un che fu di là vicino. Così foss'io ancor con lui coperto, ch'i' non temerei unghia né uncino!""."
Inferno;XXII;70_72;"E Libicocco ""Troppo avem sofferto"", disse; e preseli 'l braccio col runciglio, sì che, stracciando, ne portò un lacerto."
Inferno;XXII;73_75;"Draghignazzo anco i volle dar di piglio giuso a le gambe; onde 'l decurio loro si volse intorno intorno con mal piglio."
Inferno;XXII;76_78;Quand'elli un poco rappaciati fuoro, a lui, ch'ancor mirava sua ferita, domandò 'l duca mio sanza dimoro:
Inferno;XXII;79_81;"""Chi fu colui da cui mala partita di' che facesti per venire a proda?"". Ed ei rispuose: ""Fu frate Gomita,"
Inferno;XXII;82_84;quel di Gallura, vasel d'ogne froda, ch'ebbe i nemici di suo donno in mano, e fé sì lor, che ciascun se ne loda.
Inferno;XXII;85_87;"Danar si tolse e lasciolli di piano, sì com'e' dice; e ne li altri offici anche barattier fu non picciol, ma sovrano."
Inferno;XXII;88_90;"Usa con esso donno Michel Zanche di Logodoro; e a dir di Sardigna le lingue lor non si sentono stanche."
Inferno;XXII;91_93;"Omè, vedete l'altro che digrigna; i' direi anche, ma i' temo ch'ello non s'apparecchi a grattarmi la tigna""."
Inferno;XXII;94_96;"E 'l gran proposto, vòlto a Farfarello che stralunava li occhi per fedire, disse: ""Fatti 'n costà, malvagio uccello!""."
Inferno;XXII;97_99;"""Se voi volete vedere o udire"", ricominciò lo spaürato appresso, ""Toschi o Lombardi, io ne farò venire;"
Inferno;XXII;100_102;"ma stieno i Malebranche un poco in cesso, sì ch'ei non teman de le lor vendette; e io, seggendo in questo loco stesso,"
Inferno;XXII;103_105;"per un ch'io son, ne farò venir sette quand'io suffolerò, com'è nostro uso di fare allor che fori alcun si mette""."
Inferno;XXII;106_108;"Cagnazzo a cotal motto levò 'l muso, crollando 'l capo, e disse: ""Odi malizia ch'elli ha pensata per gittarsi giuso!""."
Inferno;XXII;109_111;"Ond'ei, ch'avea lacciuoli a gran divizia, rispuose: ""Malizioso son io troppo, quand'io procuro a' mia maggior trestizia""."
Inferno;XXII;112_114;"Alichin non si tenne e, di rintoppo a li altri, disse a lui: ""Se tu ti cali, io non ti verrò dietro di gualoppo,"
Inferno;XXII;115_117;"ma batterò sovra la pece l'ali. Lascisi 'l collo, e sia la ripa scudo, a veder se tu sol più di noi vali""."
Inferno;XXII;118_120;O tu che leggi, udirai nuovo ludo: ciascun da l'altra costa li occhi volse, quel prima, ch'a ciò fare era più crudo.
Inferno;XXII;121_123;"Lo Navarrese ben suo tempo colse; fermò le piante a terra, e in un punto saltò e dal proposto lor si sciolse."
Inferno;XXII;124_126;"Di che ciascun di colpa fu compunto, ma quei più che cagion fu del difetto; però si mosse e gridò: ""Tu se' giunto!""."
Inferno;XXII;127_129;"Ma poco i valse: ché l'ali al sospetto non potero avanzar; quelli andò sotto, e quei drizzò volando suso il petto:"
Inferno;XXII;130_132;non altrimenti l'anitra di botto, quando 'l falcon s'appressa, giù s'attuffa, ed ei ritorna sù crucciato e rotto.
Inferno;XXII;133_135;"Irato Calcabrina de la buffa, volando dietro li tenne, invaghito che quei campasse per aver la zuffa;"
Inferno;XXII;136_138;e come 'l barattier fu disparito, così volse li artigli al suo compagno, e fu con lui sopra 'l fosso ghermito.
Inferno;XXII;139_141;Ma l'altro fu bene sparvier grifagno ad artigliar ben lui, e amendue cadder nel mezzo del bogliente stagno.
Inferno;XXII;142_144;"Lo caldo sghermitor sùbito fue; ma però di levarsi era neente, sì avieno inviscate l'ali sue."
Inferno;XXII;145_147;Barbariccia, con li altri suoi dolente, quattro ne fé volar da l'altra costa con tutt'i raffi, e assai prestamente
Inferno;XXII;148_150;"di qua, di là discesero a la posta; porser li uncini verso li 'mpaniati, ch'eran già cotti dentro da la crosta;"
Inferno;XXII;151;e noi lasciammo lor così 'mpacciati.
